customer_id,name,email,sex,age,state,cheq_balance,savings_balance,credit_score,special_offer
596,Murdoch Rose,mrosegj@free.fr,Male,101,NY,5794.86,18237.31,794,FALSE
597,Yelena Champken,ychampkengk@printfriendly.com,,100,CA,7277.75,14572.86,,TRUE
598,Dalli Rubinovitsch,drubinovitschgl@xinhuanet.com,Male,29,NY,1097.11,11671.45,810,FALSE
599,Albert Silmon,asilmongm@epa.gov,Male,76,CA,4908.34,5612.03,649,TRUE
600,Estrellita Saull,esaullgn@themeforest.net,,12,NY,5506.87,324.93,713,FALSE
601,Lanni Divill,ldivillgo@wsj.com,Female,18,NY,1445.26,691.23,,TRUE
602,Tiffanie Lord,tlordgp@youku.com,Female,37,NY,383.71,157.58,579,TRUE
603,Alric Errett,,Female,59,TX,58.04,17742.71,598,TRUE
604,Haley Mc Ilory,,Female,0,FL,9957.82,9787.8,685,FALSE
605,Penni Strowthers,pstrowthersgs@t.co,Male,47,CA,4388.1,11846.46,601,FALSE
606,Heath Daughtery,hdaughterygt@arstechnica.com,Male,55,TX,1447.92,6985.37,558,TRUE
607,Zea Scobbie,,Female,110,TX,3185.21,14635.86,662,TRUE
608,Kelli Paulo,kpaulogv@time.com,Male,62,TX,4859.7,,740,TRUE
609,Normand Dewane,ndewanegw@auda.org.au,Male,62,FL,5055.75,19998.94,628,FALSE
610,Mose Howsam,mhowsamgx@gmpg.org,Male,0,TX,5542.56,11585.45,659,TRUE
611,Elvira Dumbrill,edumbrillgy@ca.gov,Male,9,TX,3069.7,4448.92,800,FALSE
612,Geoffrey Touzey,,Male,,,8458.47,4286.91,745,FALSE
613,Gavra Artindale,gartindaleh0@1688.com,Male,85,FL,7594.48,554.85,736,TRUE
614,Rhody Bamsey,,Male,102,FL,4433.61,6503.83,709,FALSE
615,Wendi Silversmid,wsilversmidh2@businessinsider.com,Female,44,CA,3121.43,1195.23,603,TRUE
616,Luis Spight,lspighth3@woothemes.com,Female,82,FL,9816.71,9247.41,658,FALSE
617,Leeanne Crowthe,lcrowtheh4@digg.com,Female,107,TX,2351.66,929.87,682,FALSE
618,Julieta Maypole,jmaypoleh5@tiny.cc,Male,3,NY,2046.57,6171.91,570,TRUE
619,Fay Bisgrove,fbisgroveh6@wunderground.com,Female,79,FL,1596.39,4335.47,728,FALSE
620,Glenden Jolland,gjollandh7@wikispaces.com,Female,40,CA,3678.81,11228.36,585,FALSE
621,Raddie Herculeson,rherculesonh8@hud.gov,Female,70,,5025.66,3136.12,750,TRUE
622,Britt Kliement,bkliementh9@qq.com,,6,NY,368.08,14551.33,785,FALSE
623,Charita Baldree,cbaldreeha@imageshack.us,Female,107,TX,6164.02,13795.36,824,FALSE
624,Fancie Webbe,fwebbehb@sciencedirect.com,Male,,FL,2608.71,14664.74,565,FALSE
625,Berenice Mendenhall,bmendenhallhc@businesswire.com,Female,18,NY,1958.27,15159.06,725,TRUE
626,Frayda Moultrie,fmoultriehd@nifty.com,Male,38,CA,2865.08,6394.67,821,TRUE
627,Aurel Borland,aborlandhe@dailymail.co.uk,Female,15,TX,6423.81,17012.63,819,TRUE
628,Judas Churchlow,jchurchlowhf@oracle.com,Female,39,FL,7443.61,2382.91,558,FALSE
629,Garvey Haps,ghapshg@miibeian.gov.cn,,102,CA,9838.25,229.62,671,FALSE
630,Brok Gibbie,bgibbiehh@macromedia.com,,61,TX,8412.64,120.4,,FALSE
631,Orbadiah Mc Meekin,omchi@eepurl.com,Female,83,CA,610.22,3084.75,677,FALSE
632,Constanta Eles,celeshj@cnn.com,Female,14,NY,2625.63,12875.07,606,TRUE
633,Reinold Aicken,raickenhk@google.es,Male,115,NY,3189.57,3702.09,822,TRUE
634,Raeann Carwardine,rcarwardinehl@youku.com,,101,CA,2285.06,9991.48,689,FALSE
635,Consuelo Prangle,cpranglehm@ameblo.jp,Female,3,TX,7164.35,12629.54,719,FALSE
636,Kata McNeilley,kmcneilleyhn@cbc.ca,Female,,CA,6186.04,2731.61,,FALSE
637,Vernor Swyn,vswynho@opensource.org,Male,15,CA,858.27,12005,585,FALSE
638,Kit Tampin,ktampinhp@qq.com,Male,108,CA,8013.7,16983.42,615,FALSE
639,Johnna Bole,jbolehq@ask.com,Male,,CA,1739.84,14467.92,597,FALSE
640,Nolie Fulkes,nfulkeshr@google.co.uk,Male,84,TX,1447.24,4391.58,723,TRUE
641,Barny Dudney,bdudneyhs@nhs.uk,Female,50,CA,5435.16,4622.75,730,FALSE
642,Yard Ivermee,yivermeeht@skyrock.com,Male,112,CA,8129.46,15694.24,789,FALSE
643,Marlin Paulisch,mpaulischhu@spiegel.de,Female,23,FL,7355.92,1723.34,619,TRUE
644,Blake Bason,bbasonhv@marriott.com,Male,80,CA,1013.93,6457.08,726,FALSE
645,Christel Eat,ceathw@craigslist.org,Female,56,CA,2767.83,,751,TRUE
646,Delaney Le Sarr,dlehx@umich.edu,Male,107,CA,359.37,7121.92,588,TRUE
647,Cherey Piens,cpienshy@soundcloud.com,Female,16,NY,2303.99,,820,FALSE
648,Harland Sherwin,hsherwinhz@about.me,Female,93,TX,1561.62,8977.67,552,TRUE
649,Lynnell Gillbee,lgillbeei0@admin.ch,Female,,NY,6151.21,11743.04,,FALSE
650,Corry Brumwell,cbrumwelli1@apple.com,Male,80,CA,8888.64,,717,FALSE
651,Alessandra Scotts,,Female,,TX,1996.52,7904.35,644,FALSE
652,Veriee Higgan,vhiggani3@parallels.com,,100,TX,2560.04,6371.61,667,TRUE
653,Velma Latus,vlatusi4@dailymotion.com,Male,103,FL,2716.42,,680,TRUE
654,Luz Coltherd,,Male,16,TX,9740.05,9111.55,637,FALSE
655,Christel Tomik,ctomiki6@macromedia.com,Female,73,TX,3315.14,6496.39,711,TRUE
656,Sholom Blasi,sblasii7@businesswire.com,Male,116,FL,6329.23,16508.24,580,FALSE
657,Harriot Oglethorpe,hoglethorpei8@harvard.edu,Male,54,FL,2052.73,,619,TRUE
658,Cyndie Clibbery,cclibberyi9@examiner.com,Male,24,CA,2560.37,,753,TRUE
659,Serene Buss,,Male,92,NY,8718.13,13314.19,693,TRUE
660,Edgard Boot,ebootib@storify.com,Female,43,FL,9839.03,2439.07,770,FALSE
661,Baron Micheau,bmicheauic@patch.com,Male,66,TX,6522.38,17991.4,797,FALSE
662,Peggy Ricoald,pricoaldid@un.org,Male,74,NY,2572.63,15174.99,679,TRUE
663,Roxy Goosey,rgooseyie@nydailynews.com,Female,112,CA,2700.53,12324.14,745,FALSE
664,Sephira Prine,sprineif@pagesperso-orange.fr,Male,48,FL,5821.88,4635.76,800,FALSE
665,Cammy Malden,cmaldenig@vimeo.com,,,TX,2518.06,964.31,758,TRUE
666,Marys Chong,mchongih@homestead.com,Male,113,CA,8836.96,190.34,,TRUE
667,Mina Carayol,,Male,,CA,9805.37,13291.63,565,FALSE
668,Christiana Slocom,,Female,96,TX,6252.08,1676.66,663,TRUE
669,Lindon Freebury,,Male,72,FL,261.56,19038.61,713,TRUE
670,Gerik Mungane,gmunganeil@disqus.com,Male,62,CA,5578.26,10381.86,636,TRUE
671,Mace Vear,mvearim@netlog.com,Female,78,NY,5149.13,9002.39,759,TRUE
672,Tallulah Gabbitas,tgabbitasin@oracle.com,Female,58,CA,171.31,2848.87,696,FALSE
673,Kirsten Tetsall,ktetsallio@si.edu,Male,,NY,3496.23,1681.11,800,FALSE
674,Vicki Van der Merwe,vvanip@posterous.com,,,NY,8798.87,8947.54,795,FALSE
675,Loy Clawson,lclawsoniq@samsung.com,Male,29,TX,5052.46,7629.13,635,FALSE
676,Katti Apperley,kapperleyir@acquirethisname.com,Male,7,FL,3951.34,15380.43,596,FALSE
677,Janaye Clacson,jclacsonis@etsy.com,Female,16,NY,4184.34,,560,TRUE
678,Georgena Ickovicz,gickoviczit@baidu.com,Female,96,CA,9717.94,19920.79,560,TRUE
679,Jeanine Simnel,jsimneliu@diigo.com,Female,13,,9921.87,5035.05,720,TRUE
,Vilma Leyland,vleylandiv@over-blog.com,Male,93,CA,9608.53,2056.77,,FALSE
681,Kynthia Trittam,ktrittamiw@businessweek.com,Male,100,FL,674.4,12666.57,739,FALSE
682,Reade Jancso,rjancsoix@cam.ac.uk,Female,114,TX,2952.42,9463.51,699,TRUE
683,Sonny Isitt,sisittiy@xinhuanet.com,Female,28,,9677.28,9634.6,633,TRUE
684,Lari Garfield,,Female,87,TX,8762.4,12493.57,621,FALSE
685,Carlyn Stevani,cstevanij0@bizjournals.com,Female,35,TX,7299.19,2652.46,640,FALSE
686,Mayer Regan,mreganj1@nifty.com,Male,98,NY,6460.07,19320.26,583,FALSE
687,Dyan Burchnall,dburchnallj2@sciencedirect.com,Female,64,TX,5213.63,1523.64,646,FALSE
688,Hedwiga Ernke,hernkej3@yahoo.com,Male,72,CA,1395.63,15268.16,729,TRUE
689,Gayel Banbrigge,gbanbriggej4@google.cn,Male,52,CA,5499.36,7813.48,695,FALSE
690,Delphinia Boggs,dboggsj5@shinystat.com,,26,TX,3347.45,5825.18,590,FALSE
691,Frazer Hrihorovich,fhrihorovichj6@chron.com,Male,56,FL,3468.57,5709.07,807,TRUE
692,Munroe Mickan,,Male,20,NY,9744.13,2450.84,617,FALSE
693,Yuri Sigert,ysigertj8@census.gov,Female,59,,6494.05,17356.58,566,TRUE
694,Meaghan Jancic,mjancicj9@msn.com,Male,33,FL,2188.84,16399.46,757,FALSE
695,Mycah Cranmere,,Male,31,FL,8159.84,5255.21,754,TRUE
696,Odella Belin,obelinjb@cam.ac.uk,Male,69,TX,7514.99,17406.28,704,TRUE
697,Pierrette Leckey,,Female,77,TX,8076.33,15644.91,692,FALSE
698,Cordie Acarson,,,0,CA,815.14,8460.57,,TRUE
699,Waldo Jakuszewski,wjakuszewskije@4shared.com,Female,48,TX,978.95,7673.58,736,TRUE
700,Michell Prosek,,Female,43,CA,4447.85,13736.69,612,TRUE
701,Lucille Hurst,lhurstjg@surveymonkey.com,Female,,FL,8666.6,2015.69,727,FALSE
702,Dall Dybell,ddybelljh@joomla.org,,,FL,6866.28,16136.71,598,FALSE
703,Zeb Bence,zbenceji@hud.gov,,71,CA,4451.48,4929.4,576,FALSE
704,Saleem Petrov,spetrovjj@oaic.gov.au,Male,15,FL,2009.81,7484.78,711,FALSE
705,Mitch Berthelet,mbertheletjk@uol.com.br,Male,23,CA,6610.39,6097.16,562,FALSE
706,Lorine Pashler,lpashlerjl@yahoo.co.jp,,81,FL,9413.34,9032.02,612,FALSE
707,Jean Bryceson,jbrycesonjm@seattletimes.com,,116,CA,98.8,6529.95,642,TRUE
708,Tabbitha Putley,,Male,44,TX,6550.1,1064.28,738,FALSE
709,Chaunce Bridgestock,cbridgestockjo@dropbox.com,Female,71,NY,5194.37,30.06,599,TRUE
710,Amanda McAuslene,amcauslenejp@examiner.com,Female,54,FL,5799.9,,685,FALSE
711,Jase Pochon,jpochonjq@delicious.com,Female,,FL,4599.13,13092.32,792,TRUE
712,Sigfrid Tabbernor,stabbernorjr@facebook.com,Male,56,CA,4777.63,3755.95,766,FALSE
713,Bryn Broadwell,bbroadwelljs@statcounter.com,Female,43,TX,1829.05,6361.84,706,TRUE
,Michal Foxall,mfoxalljt@bloomberg.com,Male,77,TX,4579.66,7963.56,,TRUE
715,Torey Larrett,,Male,31,CA,4272.45,2224.28,685,FALSE
716,Olly Rockhall,orockhalljv@tumblr.com,Female,,FL,2494.11,15747.62,636,FALSE
717,Judie Lawranson,jlawransonjw@baidu.com,Female,71,FL,7744.4,3857.53,659,FALSE
718,Eduard Flanders,eflandersjx@yellowbook.com,,75,TX,7019.58,5137.58,690,TRUE
719,Joshuah Lye,jlyejy@yelp.com,Male,72,FL,744.97,14383.12,,TRUE
720,Ollie Tupling,otuplingjz@goo.ne.jp,Female,34,FL,531.46,,815,TRUE
721,Jamey Soame,jsoamek0@globo.com,Male,18,CA,973.16,5521.01,564,FALSE
722,Murial Kincla,mkinclak1@theguardian.com,Female,37,FL,708.92,15268.44,758,TRUE
723,Gennie Carneck,gcarneckk2@timesonline.co.uk,Male,55,TX,7927.83,18784.16,679,FALSE
724,Rosita Sexstone,rsexstonek3@slideshare.net,Male,104,TX,9725.8,514.78,584,FALSE
725,Sophie Marshalleck,smarshalleckk4@opensource.org,Male,28,CA,6675.29,11078.54,805,FALSE
726,Jamesy Pollen,jpollenk5@cargocollective.com,Male,85,NY,7315.3,18147.37,580,FALSE
727,Dorita Featenby,dfeatenbyk6@php.net,Female,118,FL,977.4,8508.94,732,TRUE
728,Mitchell Lintill,mlintillk7@mysql.com,Male,66,CA,3511.6,7776.91,824,TRUE
729,Fremont Foli,ffolik8@google.pl,Male,85,FL,5826.37,17351,568,FALSE
730,Brittni Librey,blibreyk9@examiner.com,Female,15,FL,1618.86,,649,TRUE
731,Sutherlan Roper,sroperka@abc.net.au,Female,101,TX,7646.76,9304.02,690,TRUE
732,Chantal Rushsorth,crushsorthkb@hp.com,Male,,TX,5180.55,2564.59,558,FALSE
733,Coleman Hitzschke,,,,FL,8269.61,,746,TRUE
734,Vick Barrott,vbarrottkd@google.es,Female,31,CA,9786.57,9668.18,585,FALSE
735,Johnny Josling,jjoslingke@va.gov,Female,71,NY,9757.05,,581,TRUE
736,Craggie Tincombe,ctincombekf@barnesandnoble.com,Female,7,CA,4302.75,8210.33,680,TRUE
737,Bealle Keats,bkeatskg@twitter.com,,105,CA,7490.54,19323.66,749,FALSE
738,Fredia Arlott,farlottkh@bbc.co.uk,,,TX,9243.02,1221.89,808,FALSE
739,Earl Viccars,eviccarski@jugem.jp,Female,80,,3702.33,9646.41,818,TRUE
740,Florinda Timbridge,ftimbridgekj@si.edu,Male,93,CA,2837.15,2525.68,653,FALSE
741,Helga Tilby,htilbykk@alibaba.com,,47,FL,6576.99,14709.66,774,TRUE
742,Bianka Culpin,bculpinkl@e-recht24.de,Female,74,CA,,10188.03,806,FALSE
743,Sheryl Paradise,sparadisekm@elpais.com,,78,TX,5587.54,9052.44,757,FALSE
744,Kelvin Skettles,kskettleskn@opera.com,Female,76,NY,4598.6,3666.55,801,FALSE
745,Loraine Staner,lstanerko@constantcontact.com,,,CA,8802.18,8233.12,743,TRUE
746,Spenser Osburn,sosburnkp@sbwire.com,Male,15,TX,3382.57,14066.54,698,TRUE
747,Ezra Fulks,efulkskq@scientificamerican.com,Male,6,TX,8565.05,2013.62,826,FALSE
748,Sandy Duval,sduvalkr@blogger.com,Female,99,CA,4453.99,,560,FALSE
749,Idaline Ayling,,Male,102,TX,9353.31,19121.24,,TRUE
750,Veronike Casali,vcasalikt@tripod.com,Male,112,TX,7659.83,7214.36,740,TRUE
751,Marieann Gladyer,mgladyerku@php.net,Female,61,TX,7051.88,1854.52,688,TRUE
752,Hughie Lyles,hlyleskv@flavors.me,Female,35,,847.11,10066.83,708,FALSE
753,Darlene Denisevich,ddenisevichkw@vinaora.com,Male,,TX,7684.77,17956.8,631,FALSE
754,Annette Nelle,,Male,,FL,7761.14,19170.88,690,TRUE
755,Brnaba Middas,,Female,0,NY,2713.19,15731.67,594,FALSE
756,Bonnie Gallimore,bgallimorekz@1688.com,Male,87,FL,8444.55,,684,TRUE
757,Darbee Aymeric,daymericl0@multiply.com,Male,113,FL,4387.18,16564.81,616,FALSE
758,Judye Adamowitz,,,96,TX,6233.87,10520.05,748,FALSE
759,Davide Sylvaine,dsylvainel2@smh.com.au,Male,22,CA,116.55,6341.44,592,TRUE
760,Raviv Hardeman,rhardemanl3@parallels.com,Male,89,TX,4484.36,15127.01,568,TRUE
761,Letta Pinnell,lpinnelll4@slate.com,,91,CA,5515.63,11214.45,694,TRUE
762,Sunny Amthor,samthorl5@chronoengine.com,Male,68,CA,3849.05,9437.93,813,FALSE
763,Reid Clemmen,,Female,39,CA,172.19,3832.38,602,TRUE
764,Taddeo Hayller,thayllerl7@rakuten.co.jp,Male,13,FL,4309.8,18764.96,620,TRUE
765,Calypso Menhci,cmenhcil8@upenn.edu,Female,52,TX,655.2,13423.88,759,TRUE
766,Logan Vannoort,lvannoortl9@photobucket.com,Male,82,FL,8864.34,5528.74,752,TRUE
767,Kali Feary,,Female,4,FL,9972.65,11114.35,716,FALSE
768,Baily Denning,,Male,76,CA,6517.61,16156.01,669,TRUE
769,Maximilianus Pindar,mpindarlc@cdbaby.com,Female,8,TX,6644.09,1028.29,554,FALSE
770,Marna Oguz,,,33,NY,5100.96,,622,FALSE
771,Rockey McGinnell,,Male,56,FL,9427.31,,715,FALSE
772,Gil Agnolo,gagnololf@sfgate.com,Male,101,,3615.13,,756,TRUE
773,Hephzibah Gilphillan,hgilphillanlg@tripod.com,Female,19,FL,3037.24,4964.11,552,TRUE
774,Coletta Crowson,ccrowsonlh@last.fm,Female,5,TX,2344.35,7901.84,714,FALSE
775,Rosetta Merwood,rmerwoodli@chronoengine.com,Female,101,NY,4432.87,1130.1,721,FALSE
776,D'arcy Sturton,dsturtonlj@last.fm,Female,,TX,3097.36,8694.71,802,FALSE
777,Alvera Weber,aweberlk@exblog.jp,Male,107,FL,4009.99,13811.76,788,TRUE
778,Sim Oxlee,soxleell@youtu.be,Female,47,FL,734.85,17331.35,735,TRUE
779,Ivett Corley,icorleylm@wufoo.com,Female,106,TX,2346.69,133.45,776,FALSE
780,Dalis Blackmore,,Male,6,CA,4581.53,6320.98,805,TRUE
781,Nichol Shuttell,nshuttelllo@epa.gov,Female,,TX,8973.59,4636.71,759,FALSE
782,Ursola Ivison,,Female,66,TX,8474.77,1409.63,714,FALSE
783,Lawton Birkwood,,Female,101,TX,2871.37,15441.65,778,FALSE
784,Birdie Neem,bneemlr@pcworld.com,Male,6,TX,8336.91,13483.48,652,FALSE
785,Danielle Jacques,djacquesls@nature.com,Male,42,FL,479.24,13676.77,,FALSE
,Lydie Stredwick,lstredwicklt@rambler.ru,Female,111,FL,944.73,17412.5,768,TRUE
787,Lothaire Tadlow,ltadlowlu@icq.com,Female,60,CA,6450.68,3266.71,661,TRUE
788,Letisha Steffens,lsteffenslv@sciencedaily.com,Male,63,TX,6831.64,15563.82,558,TRUE
789,Ann Urvoy,aurvoylw@sciencedirect.com,Female,31,TX,9901.18,17526.2,648,TRUE
790,Pete Burnitt,,Male,36,FL,9456.28,19802.37,719,TRUE
791,Orazio Pharrow,opharrowly@quantcast.com,Female,95,TX,,14477.65,584,TRUE
792,Godfrey De Witt,gdelz@arizona.edu,Male,28,TX,1674.42,1218.39,760,TRUE
793,Codi De Vile,cdem0@mayoclinic.com,Male,11,,725.98,796.19,763,FALSE
794,Allegra Mealing,amealingm1@hugedomains.com,Male,76,CA,4560.48,8421.25,607,FALSE
795,Trstram Quogan,tquoganm2@chronoengine.com,Female,65,TX,7392.48,13586.5,685,TRUE
796,Brooke Yockney,,,27,NY,5493.4,14607.74,729,TRUE
797,Boris Townby,btownbym4@fda.gov,Female,59,FL,6456.65,19709.93,599,TRUE
798,Gan Vignal,gvignalm5@soup.io,Male,57,TX,3882.48,,803,FALSE
799,Cullan Gresley,cgresleym6@nymag.com,Male,100,NY,,7779.34,583,FALSE
800,Lancelot LaBastida,llabastidam7@china.com.cn,Male,51,TX,2777.34,,673,FALSE
801,Gerhardine Rykert,grykertm8@vkontakte.ru,Female,32,CA,216.73,374.29,587,TRUE
802,Rozanne Pennrington,,Female,116,CA,61.76,12295.42,674,FALSE
803,Geraldine Hounsham,ghounshamma@cbc.ca,,5,TX,4287.47,248.02,822,TRUE
804,Levin Flaonier,lflaoniermb@taobao.com,Female,68,CA,9319.98,15285.34,612,FALSE
805,Tamarah Portt,,Male,63,TX,8932.28,,643,FALSE
806,Duky MacDonald,dmacdonaldmd@ow.ly,Male,97,NY,5200.1,5375.12,702,TRUE
807,Belia Kubas,,Female,50,TX,5723.13,11931.13,617,FALSE
808,Lisetta Ferrier,lferriermf@unesco.org,Male,,FL,1351.83,1392.74,750,TRUE
809,Garret Phoebe,gphoebemg@elpais.com,,21,TX,673.79,13151.09,725,FALSE
810,Marlo Welsby,mwelsbymh@cbsnews.com,Female,69,FL,1007.14,8607.82,740,TRUE
811,Gay Fridd,gfriddmi@networksolutions.com,Male,36,NY,367.6,16341.57,580,FALSE
812,Salomone Partkya,spartkyamj@xrea.com,Female,,NY,7710.98,15902.15,725,FALSE
813,Benetta Arents,barentsmk@istockphoto.com,Male,37,FL,1810.35,10443.33,563,FALSE
814,Peterus Waterland,pwaterlandml@macromedia.com,Male,8,TX,608.85,14478.22,714,FALSE
815,Donetta Really,dreallymm@google.co.jp,Female,118,CA,,4993.8,714,FALSE
816,Bryanty Wiersma,bwiersmamn@state.gov,Female,92,FL,2698.32,841.85,571,FALSE
817,Patrick Magrannell,pmagrannellmo@salon.com,Male,53,CA,3589.71,5951.59,631,TRUE
818,Ramsey Hastler,rhastlermp@about.com,,12,CA,8072.94,6605.41,829,FALSE
819,Lotty Heikkinen,lheikkinenmq@php.net,Female,19,CA,899.59,11353.95,,TRUE
820,Lizzie Quilligan,lquilliganmr@miibeian.gov.cn,Male,105,TX,5005.68,16818.66,733,FALSE
821,Saxe McCorkell,smccorkellms@pbs.org,Female,112,TX,7248.33,7427.15,789,TRUE
822,Ahmad McAsgill,amcasgillmt@ovh.net,Female,5,FL,211.86,5378.73,650,FALSE
823,Toby Sahnow,tsahnowmu@ox.ac.uk,Female,60,TX,2949.8,,823,TRUE
824,Krishna Trubshaw,,Male,,CA,6353.36,6860.33,723,TRUE
825,Jeth Vernazza,jvernazzamw@nytimes.com,Male,113,CA,1780.91,13528.84,704,FALSE
826,Ximenez Burfoot,xburfootmx@dell.com,Male,,TX,3965.03,10368.75,697,FALSE
827,Caitrin Giovanazzi,cgiovanazzimy@sun.com,Male,120,NY,964.92,18453.91,737,FALSE
828,Elfrieda Brims,ebrimsmz@timesonline.co.uk,Male,26,CA,83.33,19272.31,629,TRUE
829,Renate Crake,rcraken0@bluehost.com,Female,118,CA,1655.94,18990.69,658,FALSE
830,Doyle Badrick,dbadrickn1@illinois.edu,Male,120,FL,3686.01,9455.87,816,FALSE
831,Lanie Dupree,ldupreen2@ca.gov,Male,111,FL,9085.2,1234.73,697,FALSE
832,Herb Kindon,hkindonn3@list-manage.com,Male,51,TX,7415.32,7749.03,608,FALSE
833,Hillary Woolcocks,hwoolcocksn4@deviantart.com,Female,48,CA,9373.82,,780,FALSE
834,Cecily Noyes,cnoyesn5@va.gov,Female,21,,2382.37,18576.59,581,TRUE
835,Michaelina Kares,mkaresn6@livejournal.com,Female,45,NY,3508.49,18506.45,,TRUE
836,Jilli Wabb,jwabbn7@google.de,,42,CA,8464.04,9569.92,630,TRUE
837,Brigit Kiehnlt,bkiehnltn8@cnn.com,Female,38,TX,9883.3,11913,769,TRUE
838,Murdock Streater,mstreatern9@zdnet.com,Female,11,CA,3166.22,,682,FALSE
839,Gradey Fairy,gfairyna@bluehost.com,,6,CA,9917.01,4617.69,644,TRUE
840,Charla Johnsson,cjohnssonnb@addthis.com,Female,17,TX,9782.93,,786,TRUE
841,Davis Schirok,,Male,63,FL,8398.98,,777,TRUE
842,Philly Sommerville,,Female,,CA,2045.18,15081.23,809,FALSE
843,Samuele Bowell,sbowellne@reuters.com,Female,56,FL,2863.93,1814.35,560,TRUE
844,Bettina Dovidian,bdovidiannf@soundcloud.com,Female,8,FL,3045.55,4304.09,801,TRUE
845,Leola Benion,lbenionng@irs.gov,Male,32,FL,6989.16,15930.24,748,FALSE
846,Trev Nockalls,tnockallsnh@telegraph.co.uk,Male,79,TX,8410.56,,557,TRUE
847,Dido Cordey,,Male,78,CA,5486.25,3831.57,773,TRUE
848,Hilda Faulkes,hfaulkesnj@alibaba.com,Female,51,TX,5488.3,16818.71,552,FALSE
849,Daren Siveyer,dsiveyernk@about.me,Male,109,TX,2221.33,16283.58,612,TRUE
850,Levey Orrow,lorrownl@sciencedirect.com,Male,42,FL,2045.9,13602.72,803,TRUE
851,Leonore Dundon,ldundonnm@noaa.gov,Female,74,FL,4457.55,291.2,679,FALSE
852,Elfrida McKennan,,Female,109,CA,4955.9,,631,FALSE
853,Lesli Deverille,ldeverilleno@spotify.com,Female,114,NY,3352.78,7164.25,785,FALSE
854,Johnny Carle,jcarlenp@soup.io,Male,25,TX,651.01,6172.73,551,FALSE
855,Fleming Pendre,fpendrenq@com.com,Female,44,FL,5482.84,1420.58,756,FALSE
856,Rudd Darragon,rdarragonnr@seattletimes.com,Female,64,CA,1767.33,6768.74,594,FALSE
857,Sigfrid Pitrelli,spitrellins@hc360.com,Female,62,CA,924.04,14772.83,785,TRUE
858,Alexandr Bengall,abengallnt@livejournal.com,Female,18,TX,5014.99,5948.45,672,TRUE
859,Valaria Dummett,vdummettnu@stanford.edu,Male,67,CA,6918.91,16405.13,,TRUE
860,Nelli Drescher,ndreschernv@patch.com,Female,47,CA,6972.4,726.99,742,TRUE
861,Frasco Swepson,fswepsonnw@pen.io,Female,73,FL,5265.05,12977.82,827,TRUE
862,Aaren Fullom,afullomnx@hostgator.com,Female,72,CA,623.09,2225.46,728,FALSE
863,Lonnard Hulles,lhullesny@xinhuanet.com,Female,113,FL,1663.91,271.62,561,TRUE
864,Sherri Kershow,skershownz@soundcloud.com,Male,76,,4267.43,12646.23,711,FALSE
865,Rossy Bannerman,,Female,38,FL,1926.84,8339.31,634,TRUE
866,Laney Gookey,lgookeyo1@hao123.com,Male,62,CA,479.33,14790.55,604,FALSE
867,Maxie Filipowicz,mfilipowiczo2@vkontakte.ru,Female,72,TX,7073.16,6563.47,808,FALSE
868,Inness Frosch,ifroscho3@google.ca,Female,92,CA,3474.45,463.86,603,FALSE
869,Gawen Sturley,gsturleyo4@joomla.org,Female,39,,2779.05,207.92,710,TRUE
870,Norton Messingham,nmessinghamo5@msu.edu,Male,60,TX,2143.07,16059.39,607,TRUE
871,Augustina McDonough,amcdonougho6@slate.com,Male,92,CA,6867.93,3542.42,,TRUE
872,Lexine Pattle,lpattleo7@telegraph.co.uk,Male,78,CA,9521.55,4303.44,567,FALSE
873,Torey Rodriguez,trodriguezo8@yellowbook.com,Male,64,NY,8783.72,12094.04,618,FALSE
874,Sarajane Cardello,scardelloo9@eventbrite.com,Female,,FL,5168.48,19435.83,797,TRUE
875,Ernestine McSkeagan,emcskeaganoa@yandex.ru,Male,23,CA,7790.29,2899.66,825,TRUE
876,Isadora Kippins,ikippinsob@nsw.gov.au,,31,CA,6513.75,5887.59,616,TRUE
877,Babette Fido,bfidooc@canalblog.com,Male,22,CA,3249.08,17131.26,551,FALSE
878,Bunny Capeling,bcapelingod@newyorker.com,Male,96,TX,9371.3,16335.17,,TRUE
879,Ambrosi Meineking,ameinekingoe@oracle.com,Female,63,CA,3664.83,2712.21,767,TRUE
880,Glenine Gouch,ggouchof@icio.us,Female,79,NY,9551.13,18902.04,789,FALSE
881,Kaiser Aylen,kaylenog@usda.gov,Female,80,FL,442.2,4153.36,798,TRUE
882,Clemmy Burcher,,Female,13,TX,3940.31,12666.3,664,TRUE
883,Freida Merton,fmertonoi@java.com,Male,107,FL,9992.01,17123.82,737,FALSE
884,Laurella Mozzi,lmozzioj@nifty.com,Male,14,CA,3426.92,,797,FALSE
885,Martie Sydenham,msydenhamok@4shared.com,Male,117,TX,8620.82,627.97,772,TRUE
886,Beale Bompas,,Female,12,TX,1903.1,9046.46,690,TRUE
887,Fraze Giacopetti,fgiacopettiom@webeden.co.uk,Male,,FL,3034.96,19142.36,604,FALSE
888,Hogan Glowach,hglowachon@spotify.com,Female,108,TX,1388.97,5300.21,786,TRUE
889,Adolf Rushmer,,Female,,FL,8651.19,4753.81,679,TRUE
890,Zackariah Thacker,zthackerop@hexun.com,Female,38,TX,7987.6,10950.26,688,FALSE
891,Noll Bilofsky,nbilofskyoq@mtv.com,Male,111,FL,309.3,15014.9,589,FALSE
